,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,address,business_id,city,latitude,longitude,name,postal_code,review_count,stars,state,HasTV,GoodForKids,Caters,NoiseLevel,RestaurantsTakeOut,BusinessAcceptsCreditCards,RestaurantsDelivery,WiFi,OutdoorSeating,BusinessParking,RestaurantsPriceRange2,RestaurantsGoodForGroups,BikeParking,WheelchairAccessible,RestaurantsReservations,weekday_close_after_23,weekend_close_after_23,weekend_hour_g11,caterslabel,tvslabel,kidlabel,delilabel,outdoorlabel,grouplabel,wheellabel,reservelabel,noiselabel,takeoutlabel,cardlabel,wifilabel,bikelabel
315,315,315,126823,4161 S Eastern Ave,u2kQSydBjZkGyX5OWLQROA,Las Vegas,36.113004600000004,-115.12036119999999,La Flor Es Michoacan,89119,31,4.0,NV,TRUE,TRUE,TRUE,No info,True,True,FALSE,No wifi,TRUE,1,1,TRUE,True,No info,FALSE,0,0,1,0,0,0,1,0,0,0,1,2,0,0,0.0,0
316,316,316,127011,"710 E Union Hills Dr, Ste 14A",zf3g45VCTZ8rG79qKu4U2w,Phoenix,33.6560729,-112.0641072,Water Well,85024,11,3.5,AZ,No info,No info,No info,No info,True,True,No info,Free wifi,No info,0,1,No info,True,No info,No info,0,0,0,1,0,1,1,1,0,0,1,2,0,0,1.0,0
317,317,317,127467,3850 S Las Vegas Blvd,mxuUDbstSrPf2OVfjXKpBA,Las Vegas,36.098971,-115.17558700000001,Dairy Queen,89109,13,2.5,NV,TRUE,TRUE,No info,No info,True,True,FALSE,Free wifi,FALSE,0,1,TRUE,False,No info,FALSE,0,0,1,1,0,1,1,1,0,0,1,2,0,0,1.0,1
318,318,318,127510,6070 S Rainbow Blvd,MDOPwRx9FmfzkUqIxw4yLQ,Las Vegas,36.078505299999996,-115.24166640000001,Lucy's Waffles & Ice Cream,89118,25,4.5,NV,TRUE,TRUE,FALSE,No info,True,True,FALSE,Free wifi,FALSE,1,1,TRUE,False,TRUE,FALSE,0,0,1,1,0,1,1,1,0,0,1,2,0,0,1.0,1
319,319,319,128081,2035 E 4th St,WHlbUb5SNdXDKYfkNDo89A,Cleveland,41.4991834,-81.6900959,Pickwick & Frolic Restaurant and Club,44115,145,3.5,OH,TRUE,FALSE,FALSE,average,True,True,FALSE,Free wifi,TRUE,0,2,TRUE,True,TRUE,TRUE,0,0,0,1,0,1,1,0,0,0,0,2,0,0,1.0,0
320,320,320,128452,2734 W Camelback Rd,O3fzOdRgcd5UFjymimyJjQ,Phoenix,33.5096846,-112.11845600000001,Dairy Queen,85017,30,3.0,AZ,FALSE,TRUE,No info,No info,True,True,FALSE,No wifi,TRUE,0,2,FALSE,False,No info,FALSE,0,0,1,1,1,1,1,0,1,0,1,2,0,0,0.0,1
321,321,321,128576,"4480 Paradise Rd, Unit 475",L79b_FccWEKr-lON9tx5-g,Las Vegas,36.108897999999996,-115.151261,Insomnia Cookies,89169,33,4.0,NV,No info,No info,No info,No info,True,True,TRUE,Free wifi,No info,0,2,No info,False,No info,No info,1,1,1,1,1,1,0,0,0,0,1,2,0,0,1.0,1
322,322,322,129388,"6530 S Decatur Blvd, Ste 130",Ned-RPOqD9I6cQULTpk9vg,Las Vegas,36.0711489,-115.20739579999999,Sunrise Donuts,89118,21,3.5,NV,No info,No info,No info,No info,True,True,No info,No wifi,No info,1,1,No info,True,No info,No info,1,1,1,0,1,0,1,0,0,0,1,2,0,0,0.0,0
323,323,323,129489,800 Langdon St,GL5FwQgLSnlFpxdAnuP_hw,Madison,43.07620281,-89.39942677,Daily Scoop In Memorial Union,53706,51,4.5,WI,No info,No info,FALSE,No info,True,True,No info,Free wifi,No info,1,1,No info,True,No info,No info,0,0,1,1,0,1,1,1,0,0,1,2,0,0,1.0,0
324,324,324,129578,2520 N 16th St,hgrbo2EvuhDiKvFObqe1wA,Phoenix,33.475578999999996,-112.0480146,Realeza Michoacana,85006,28,4.0,AZ,No info,No info,TRUE,No info,True,True,No info,No wifi,No info,1,1,No info,True,No info,No info,0,0,1,0,1,0,1,0,0,0,1,2,0,0,0.0,0
325,325,325,130151,"9009 Jm Keynes Dr, Ste 3",pvNlEkUozt6B1BhGnsj77g,Charlotte,35.31057070000001,-80.749285,Fruiticup,28262,57,3.5,NC,No info,No info,FALSE,No info,True,True,No info,No wifi,No info,0,1,No info,True,No info,No info,0,0,1,1,1,1,1,0,0,0,1,2,0,0,0.0,0
326,326,326,130197,9516 W Flamingo Rd,1Vn_lex3LGGwuTo-xeJnww,Las Vegas,36.11574304,-115.29964640000001,Yogurtland,89147,131,4.0,NV,No info,No info,FALSE,No info,True,True,No info,Free wifi,No info,1,1,No info,True,No info,No info,0,0,1,1,0,1,1,0,0,0,0,2,0,0,1.0,0
327,327,327,130277,377 N Nellis Blvd,DDs5YMhAjnP6oA5-eGw_TQ,Las Vegas,36.17013092,-115.06274750000001,Sonic Drive-In,89110,36,2.0,NV,FALSE,TRUE,FALSE,average,True,True,FALSE,No wifi,TRUE,0,1,TRUE,True,No info,FALSE,1,1,1,1,1,1,1,0,0,0,1,2,0,0,0.0,0
328,328,328,130487,"5355 Ballantyne Commons Pkwy, Ste 100",vue4UI9o6wI3p0q3Gq4liw,Charlotte,35.06263861,-80.77354594,The Local Scoop,28277,53,4.5,NC,No info,No info,TRUE,No info,True,True,No info,Free wifi,No info,1,2,No info,True,TRUE,No info,0,0,0,0,1,0,1,1,0,0,1,2,0,0,1.0,0
329,329,329,130705,"875 S Grand Central Pkwy, Ste 1490",oL_fYqSHG63vR0TBMyoo_A,Las Vegas,36.163691,-115.157758,Green Leaf's & Bananas,89106,26,2.0,NV,TRUE,TRUE,No info,No info,True,True,FALSE,No wifi,TRUE,1,2,TRUE,False,No info,FALSE,0,0,0,1,0,1,1,0,0,0,1,2,0,0,0.0,1
330,330,330,131436,"4730 E Indian School Rd, Ste 113",Hv_F1yErD0slkYCI1V9SPw,Phoenix,33.49529001,-111.97987979999999,Rita's Italian Ice,85018,59,4.5,AZ,No info,No info,TRUE,No info,True,True,No info,No wifi,No info,1,1,No info,True,TRUE,No info,0,0,0,0,1,0,1,0,0,0,1,2,0,0,0.0,0
331,331,331,132290,5529 Walnut St,0y9Bjze2woK_CZ_S8ijrUQ,Pittsburgh,40.451702000000004,-79.93275849999998,Happy Berry Frozen Yogurt,15232,29,3.0,PA,No info,No info,FALSE,No info,True,True,No info,No wifi,No info,1,1,No info,True,No info,No info,0,0,0,1,1,1,1,0,0,0,1,2,0,0,0.0,0
332,332,332,132427,"7060 S Rainbow Blvd, Ste 110",9yFqdZa0osahV6qjFJ_Saw,Las Vegas,36.0603562,-115.2417507,Yogurtland,89118,74,4.0,NV,No info,No info,TRUE,No info,True,True,No info,Free wifi,No info,1,1,No info,True,TRUE,No info,0,0,1,0,1,0,1,0,0,0,1,2,0,0,1.0,0
333,333,333,132554,4656 Cottage Grove Rd,_D7rUvTYVivYBDeGL_gTVQ,Madison,43.0852308,-89.3012718,Dairy Queen,53716,20,1.0,WI,No info,No info,FALSE,No info,True,True,No info,No wifi,No info,1,1,No info,True,No info,No info,0,0,1,1,1,1,1,0,0,0,1,2,0,0,0.0,0
334,334,334,133809,"3645 S Las Vegas Blvd, Unit 102",6SspP-R5U6BcnfxoqGgqeQ,Las Vegas,36.11422728,-115.1722658,Marash Authentic Turkish Ice Cream,89109,97,4.0,NV,No info,No info,FALSE,No info,True,True,No info,Free wifi,No info,1,1,No info,True,TRUE,No info,1,1,1,1,1,1,1,1,0,0,1,2,0,0,1.0,0
335,335,335,134077,"2605 S Decatur Blvd, Ste 101",WszfIMvKJ5AVsy9zQMwdig,Las Vegas,36.142228,-115.20934199999999,Frost N' Roll,89102,33,5.0,NV,No info,No info,FALSE,No info,True,True,No info,Free wifi,No info,1,1,No info,True,TRUE,No info,0,0,0,1,1,1,1,0,0,0,1,2,0,0,1.0,0
336,336,336,136642,2840 University Ave,lqtybK6_GjSqhK8U55Mc7w,Madison,43.0752466,-89.43766668,Sa-Bai Thong,53705,140,3.5,WI,FALSE,TRUE,TRUE,quiet,True,True,TRUE,No wifi,FALSE,1,2,TRUE,True,No info,TRUE,0,0,0,0,1,0,0,1,0,0,0,3,0,0,0.0,0
337,337,337,136686,"7510 Pineville Matthews Rd, Ste 10",AQ3C9jSx1wBU_TUIVj366A,Charlotte,35.0880249,-80.84560649999997,Jolly Rolls Ice Cream,28226,11,2.0,NC,No info,No info,No info,No info,False,True,No info,No wifi,No info,0,1,No info,True,No info,No info,0,0,0,1,0,1,1,1,0,0,1,2,1,0,0.0,0
338,338,338,136689,3760 E Desert Inn Rd,zXFt7RPkLRigoERIuBNEsg,Las Vegas,36.130666999999995,-115.09262659999999,La Flor De Michoacan,89121,18,4.0,NV,No info,No info,No info,No info,True,True,No info,No wifi,No info,0,1,No info,True,No info,No info,0,0,0,1,1,1,1,1,0,0,1,2,0,0,0.0,0
339,339,339,136861,"5625 S Rainbow Blvd, Ste D",VmspRdKauEargr8YX1oL-Q,Las Vegas,36.086412,-115.24382720000001,Mixers Ice Cream & Boba,89118,162,4.5,NV,No info,No info,TRUE,No info,True,True,No info,No wifi,FALSE,1,1,No info,True,TRUE,No info,0,0,0,0,1,0,1,1,0,0,1,2,0,0,0.0,0
340,340,340,137075,"5040 Boulder Hwy, Ste 110",Z3y47L3EY-axAEVbwmXZaA,Las Vegas,36.11110328,-115.064167,Thrifty Ice Cream,89122,28,3.5,NV,No info,No info,FALSE,No info,True,True,No info,No wifi,No info,0,1,No info,False,No info,No info,0,0,1,1,1,1,1,0,0,0,1,2,0,0,0.0,1
341,341,341,137445,"5060 S Fort Apache, Ste 175",Cg5jq44pMnGpzyIZoxFS6A,Las Vegas,36.0967114,-115.29652800000001,5 Below Creamery,89148,40,4.5,NV,No info,No info,TRUE,No info,True,True,No info,Free wifi,No info,1,1,No info,True,FALSE,No info,0,0,0,0,1,0,1,0,0,1,1,2,0,0,1.0,0
342,342,342,137582,9600 Perry Hwy,2NXb5LHngfZppLDOZDEhSg,Pittsburgh,40.582411,-80.037008,Bruster's Real Ice Cream,15237,16,4.0,PA,No info,No info,TRUE,No info,True,True,No info,No wifi,No info,1,1,No info,True,No info,No info,0,0,0,0,1,0,1,0,0,0,1,2,0,0,0.0,0
343,343,343,137586,"8129 N 35th Ave, Ste 1",dq36AQPI2QsydKLXTnzb1A,Phoenix,33.5555964,-112.13373200000001,Water N Ice,85051,11,4.0,AZ,No info,No info,No info,No info,False,True,No info,No wifi,No info,0,2,No info,True,No info,No info,0,0,0,1,0,1,1,1,0,0,1,2,1,0,0.0,0
344,344,344,138113,2082 E Warm Springs,ccd6w9w81PUBmtV1DFXgig,Las Vegas,36.057903,-115.12348600000001,Sonic Drive-In,89119,113,2.5,NV,FALSE,TRUE,FALSE,average,True,True,FALSE,No wifi,TRUE,1,1,TRUE,True,No info,FALSE,1,1,1,1,1,1,1,0,0,0,1,2,0,0,0.0,0
345,345,345,138117,720 Governor Morrison St,OGkpTgu4BGPW4nzl7IbmAA,Charlotte,35.157032,-80.823983,Golden Cow Creamery,28211,31,4.0,NC,No info,No info,No info,No info,True,True,No info,No wifi,No info,0,2,No info,True,No info,No info,0,0,0,1,0,1,1,0,0,0,1,2,0,0,0.0,0
346,346,346,138277,3424 W Southern Ave,g7EXpsDsd-xLQVajvEUnrg,Phoenix,33.39262171,-112.1322805,Fruitlicious,85339,11,1.5,AZ,No info,No info,No info,No info,True,True,No info,No wifi,No info,1,2,No info,False,No info,No info,0,0,0,1,1,1,1,1,0,0,1,2,0,0,0.0,1
347,347,347,138413,"20910 N Tatum Blvd, Ste 160",KcU5W_kkyigHHsUO0xiFSA,Phoenix,33.67450847,-111.980797,Yogurt Plus,85050,87,3.0,AZ,No info,No info,FALSE,No info,True,True,No info,No wifi,No info,1,1,No info,True,No info,No info,0,0,0,1,1,1,1,0,0,0,1,2,0,0,0.0,0
348,348,348,138915,232 S Highland Ave,Z2NIEKTVVP2nEmOF4jNxqQ,Pittsburgh,40.4578745,-79.92535809999998,Millie's Homemade Ice Cream,15206,310,4.5,PA,FALSE,TRUE,TRUE,average,True,True,FALSE,Free wifi,TRUE,1,1,TRUE,True,No info,FALSE,0,0,0,0,1,0,1,0,0,0,1,2,0,0,1.0,0
349,349,349,138950,"6825 W Russell Rd, Ste 135",puJy3AfEZLNbRmr7WWHOLg,Las Vegas,36.08452308,-115.241495,Fluff Ice,89118,126,4.5,NV,No info,No info,TRUE,No info,True,True,No info,Free wifi,No info,0,1,No info,False,TRUE,No info,0,0,0,0,0,0,1,1,0,0,1,2,0,0,1.0,1
350,350,350,139054,6174 W Flamingo Rd,G03yt8WuN1v0bCD8mvoDiA,Las Vegas,36.1152213,-115.22688659999999,Fresh Sub,89103,94,4.5,NV,TRUE,TRUE,TRUE,quiet,True,True,TRUE,Free wifi,FALSE,0,1,TRUE,True,TRUE,FALSE,0,0,0,0,0,0,0,1,0,0,1,3,0,0,1.0,0
351,351,351,139184,"2725 South Blvd, Ste B",QifB5xsZflXW7mlq5PmVIg,Charlotte,35.20011320000001,-80.8663785,Nekter Juice Bar,28209,54,4.5,NC,No info,No info,FALSE,No info,True,True,No info,Free wifi,No info,1,2,No info,True,No info,No info,0,0,1,1,1,1,1,0,0,0,1,2,0,0,1.0,0
352,352,352,139651,7595 W Washington Ave,KJM7tOTqSqqe414cKs6L7g,Las Vegas,36.18108785,-115.2595263,U-Swirl Frozen Yogurt,89128,75,3.5,NV,No info,No info,FALSE,No info,True,True,No info,No wifi,No info,1,1,No info,True,TRUE,No info,0,0,0,1,1,1,1,0,0,0,1,2,0,0,0.0,0
353,353,353,139903,"1600 E Woodlawn Rd, Ste 110",OO2-SWrNXyZGoytcaNIH0g,Charlotte,35.171873,-80.849032,Ben & Jerry's,28209,21,4.0,NC,No info,No info,TRUE,No info,True,True,No info,Free wifi,No info,1,1,No info,True,No info,No info,0,0,0,0,1,0,1,1,0,0,1,2,0,0,1.0,0
354,354,354,141374,"3685 S Decatur Blvd, Ste 19",2Q9Mgkc7iFHuKoD_z7kJkQ,Las Vegas,36.122741,-115.208699,Lokuras,89103,65,4.0,NV,TRUE,TRUE,No info,No info,True,True,FALSE,No wifi,FALSE,0,1,TRUE,True,No info,FALSE,0,0,1,1,0,1,1,1,0,0,1,2,0,0,0.0,0
355,355,355,141482,"9484 W Flamingo Rd, Ste 165",sxNMGQwUuaDsviR4BtuX0g,Las Vegas,36.115792799999994,-115.2987139,Rolled Ice Cream,89147,618,4.0,NV,No info,No info,FALSE,No info,True,True,No info,Free wifi,No info,1,1,No info,True,TRUE,No info,0,0,0,1,0,1,1,0,0,0,1,2,0,0,1.0,0
356,356,356,142022,1431 Central Ave,vjm0zAgXHehrMmX1ivY6wg,Charlotte,35.2206557,-80.8137755,Dairy Queen,28205,31,3.0,NC,No info,TRUE,FALSE,No info,True,True,FALSE,No wifi,No info,1,1,TRUE,True,No info,FALSE,0,0,0,1,0,1,1,0,0,0,1,2,0,0,0.0,0
357,357,357,142203,"5035 S Fort Apache Rd, Ste 104",cNx3qzQ55JXpjZEt4lc7Tg,Las Vegas,36.097675,-115.2976027,Recess Italian Ice & Desserts,89148,383,4.0,NV,No info,No info,FALSE,No info,True,True,No info,Free wifi,TRUE,0,1,No info,True,TRUE,No info,0,0,0,1,1,1,1,0,0,0,1,2,0,0,1.0,0
358,358,358,142327,"10170 W Tropicana Ave, Ste 150",nlsibvBeSc8vfus2KuQatA,Las Vegas,36.10151338,-115.31443390000001,Handel's Homemade Ice Cream & Yogurt,89147,357,4.5,NV,No info,No info,TRUE,No info,True,True,FALSE,No wifi,No info,0,1,No info,True,TRUE,No info,0,0,1,0,1,0,1,0,0,0,1,2,0,0,0.0,0
359,359,359,142653,11444 Uptown Ave,oVZsUPIMdS8Vk7Jip5l0_g,Cleveland,41.50962556,-81.60362501,Mitchell's Homemade Ice Cream - Uptown,44106,110,4.5,OH,No info,No info,FALSE,No info,True,True,No info,Free wifi,No info,0,1,No info,True,No info,No info,0,0,1,1,1,1,1,0,0,0,1,2,0,0,1.0,0
360,360,360,143504,"3663 S Las Vegas Blvd, Ste 1240",4JHGVuanHAu5n8DxvVcuVw,Las Vegas,36.10929769,-115.17195190000001,Sugar Factory,89109,198,3.0,NV,No info,No info,FALSE,No info,True,True,No info,No wifi,No info,1,2,No info,False,No info,No info,1,1,1,1,1,1,1,0,0,0,1,2,0,0,0.0,1
361,361,361,143573,1920 Camden Rd,eygcJ6o3elw-IgiYhml7lQ,Charlotte,35.2110826,-80.8610434,Jeni's Splendid Ice Creams,28203,89,4.5,NC,No info,No info,TRUE,No info,True,True,No info,No wifi,No info,0,2,No info,True,No info,No info,0,0,0,0,1,0,1,1,0,0,1,2,0,0,0.0,0
362,362,362,144375,13855 Conlan Cir,vN7tRomv8VndTxIZDKG7yQ,Charlotte,35.05534853,-80.85164756,Sweet Frog Premium Frozen Yogurt,28277,16,3.0,NC,No info,No info,FALSE,No info,True,True,No info,No wifi,No info,1,2,No info,True,No info,No info,0,0,0,1,1,1,1,0,0,0,1,2,0,0,0.0,0
363,363,363,144476,"9229 Lawyers Rd, Ste E",42gnKgy6ryfQ4QBtmyVgqA,Charlotte,35.1869568,-80.6873316,Happy Grill,28227,21,4.5,NC,TRUE,TRUE,FALSE,average,True,True,FALSE,No wifi,FALSE,0,1,TRUE,False,No info,FALSE,0,0,0,1,0,1,1,1,0,0,1,2,0,0,0.0,1
364,364,364,145046,"9795 W Charleston Blvd, Ste 101",MOATc61QdKLNygLOfV-HSQ,Las Vegas,36.158564500000004,-115.31118629999999,U-Swirl Frozen Yogurt,89117,87,3.0,NV,No info,No info,TRUE,No info,True,True,FALSE,No wifi,No info,1,1,No info,True,TRUE,No info,0,0,1,0,1,0,1,0,0,0,1,2,0,0,0.0,0
365,365,365,145358,2732 Wilkinson Blvd,_V-1gwVcw5Nd0e-8DsJ9RA,Charlotte,35.22444779999999,-80.88718100000001,Dairy Queen,28208,16,4.0,NC,FALSE,TRUE,FALSE,No info,True,True,FALSE,No wifi,TRUE,1,1,TRUE,True,No info,FALSE,0,0,1,1,1,1,1,0,0,0,1,2,0,0,0.0,0
366,366,366,145426,13201 Shaker Sq,u1qzJu0JwbKU-HjIFjq8kw,Cleveland,41.484680499999996,-81.5899745,Dewey's Coffee House,44120,83,4.0,OH,TRUE,TRUE,FALSE,average,True,True,FALSE,Free wifi,TRUE,1,1,TRUE,True,No info,FALSE,0,0,1,1,0,1,1,0,0,0,1,2,0,0,1.0,0
367,367,367,145999,"1535 Elizabeth Ave, Ste 100",bc3qgRXb8mln0CGgUCTdug,Charlotte,35.2140739,-80.826589,Elizabeth Creamery,28204,122,4.0,NC,No info,No info,FALSE,No info,True,True,No info,No wifi,No info,1,1,No info,True,No info,No info,0,0,0,1,0,1,1,0,0,0,1,2,0,0,0.0,0
368,368,368,146222,"4215 Spring Mountain Rd, Ste B106B",2OJrznHaA4Gz_KYbQnAuzQ,Las Vegas,36.125406700000006,-115.19594140000001,Volcano Tea House,89102,381,3.5,NV,No info,No info,FALSE,No info,True,True,No info,Free wifi,TRUE,0,1,No info,True,No info,No info,0,0,1,1,1,1,1,0,0,0,1,2,0,0,1.0,0
369,369,369,146278,5501 Josh Birmingham Pkwy,LMi27OYR2CeQnytc9CsfLg,Charlotte,35.220571,-80.943522,Yovana,28263,11,3.5,NC,No info,No info,No info,No info,True,True,No info,Free wifi,No info,0,2,No info,True,No info,No info,0,0,0,1,0,1,1,1,0,0,1,2,0,0,1.0,0
370,370,370,146896,3154 W Sahara Ave,WHdmQ-zPYYTJUqaUOfNpkQ,Las Vegas,36.144689299999996,-115.184114,Dairy Queen,89102,53,2.0,NV,TRUE,TRUE,FALSE,average,True,True,FALSE,No wifi,FALSE,1,1,TRUE,True,TRUE,FALSE,0,0,1,1,0,1,1,1,0,0,1,2,0,0,0.0,0
371,371,371,148395,"8414 Farm Rd, Ste 150",lsXRQ6DxyrbMFhl8croN8Q,Las Vegas,36.3007218,-115.27939140000001,Yuki Shaved Snow,89131,111,4.0,NV,No info,No info,FALSE,No info,True,True,No info,No wifi,No info,1,1,No info,True,No info,No info,0,0,0,1,1,1,1,1,0,0,1,2,0,0,0.0,0
372,372,372,149283,1919 W Deer Vly,zusXbyXnJfS1Q-pZE9elmQ,Phoenix,33.6833052,-112.101049,Sonic Drive-In,85027,20,3.0,AZ,FALSE,TRUE,FALSE,average,True,True,FALSE,No wifi,TRUE,0,1,TRUE,True,No info,FALSE,0,0,1,1,1,1,1,0,0,0,1,2,0,0,0.0,0
373,373,373,150561,"1121 S Decatur Blvd, Ste 120",UdTgTjN0bo9JNPNkECuMrA,Las Vegas,36.15837970000001,-115.20528689999999,Cold Stone Creamery,89102,12,2.5,NV,No info,No info,FALSE,No info,True,True,FALSE,No wifi,No info,1,1,No info,True,No info,No info,0,0,0,1,0,1,1,1,0,0,1,2,0,0,0.0,0
374,374,374,150684,"4825 E Charleston Blvd, Ste 2",aEB-w-L4nhNe0wya_AHOKA,Las Vegas,36.1587537,-115.0693267,Cali's Scoops,89104,17,4.5,NV,No info,No info,FALSE,No info,True,True,No info,No wifi,No info,0,1,No info,True,No info,No info,0,0,0,1,1,1,1,0,0,0,1,2,0,0,0.0,0
375,375,375,151434,"3377 S Las Vegas Blvd, Ste 2255",0FPiudg5-syHhU0t88rgSA,Las Vegas,36.1220157,-115.16964979999999,Sloan's Ice Cream,89109,44,3.5,NV,No info,No info,FALSE,No info,True,True,No info,No wifi,No info,1,2,No info,False,No info,No info,0,0,1,1,1,1,1,1,0,0,1,2,0,0,0.0,1
376,376,376,151496,"4344 W Indian School Rd, Ste 29",X1r8ugVdi4r6siqkNmIkkg,Phoenix,33.497482500000004,-112.152895,Raspados Imperial,85031,15,5.0,AZ,TRUE,TRUE,TRUE,No info,True,True,FALSE,Free wifi,TRUE,1,2,TRUE,False,TRUE,FALSE,0,0,0,0,0,0,1,0,0,0,1,2,0,0,1.0,1
377,377,377,151607,"3415 W Glendale Ave, Ste 24",C0EXdaVIuFf0smZj3Qj5Qg,Phoenix,33.5371638,-112.1329258,Brimley's Water & Ice,85051,11,5.0,AZ,No info,No info,FALSE,No info,False,True,No info,No wifi,No info,1,1,No info,False,TRUE,No info,0,0,0,1,0,1,1,1,0,0,1,2,1,0,0.0,1
378,378,378,152017,4865 S Pecos Rd,_ewxwEwJM-IYfIYnKpQOZw,Las Vegas,36.1008099,-115.10175819999999,Mexicali Raspados,89121,67,4.0,NV,TRUE,TRUE,No info,average,True,True,FALSE,No wifi,FALSE,0,1,TRUE,False,No info,FALSE,0,0,0,1,0,1,1,1,0,0,1,2,0,0,0.0,1
379,379,379,152753,3500 S Edmond St,K9Zm2rrQocTL8HZFnzl_-Q,Las Vegas,36.1260181,-115.21228059999999,Cafe No Fur,89103,56,3.5,NV,TRUE,FALSE,TRUE,loud,True,True,TRUE,Free wifi,TRUE,1,2,TRUE,True,FALSE,TRUE,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1.0,0
380,380,380,153223,2303 N 7th St,zOL260xaXDYZZPBItzALxQ,Phoenix,33.473236,-112.06482,MacAlpine's Diner & Soda Fountain,85006,346,4.0,AZ,FALSE,TRUE,FALSE,average,True,True,FALSE,No wifi,FALSE,1,1,TRUE,True,No info,TRUE,0,0,0,1,1,1,1,1,0,0,0,2,0,0,0.0,0
381,381,381,154030,314 Fifth Ave,dRbmeC5hl211hH-WeMtv-g,Pittsburgh,40.4404289,-79.9999508,The Milk Shake Factory,15222,184,4.5,PA,No info,No info,FALSE,No info,True,True,No info,No wifi,No info,1,2,No info,True,TRUE,No info,0,0,1,1,0,1,1,0,0,0,1,2,0,0,0.0,0
382,382,382,154811,3545 S Las Vegas Blvd,aZLggARpUrEpdalQqPUI0Q,Las Vegas,36.11765506,-115.1698435,Ghirardelli Ice Cream & Chocolate Shop,89109,184,4.0,NV,No info,No info,FALSE,No info,True,True,No info,No wifi,No info,1,2,No info,False,No info,No info,1,1,1,1,0,1,1,0,0,0,1,2,0,0,0.0,1
383,383,383,155539,401 Euclid Ave,p-n42R58yEoNtWgBDG1Eiw,Cleveland,41.4999744,-81.6902403,Cathy's Creamery,44113,48,4.0,OH,No info,No info,TRUE,No info,True,True,No info,No wifi,No info,1,1,No info,True,No info,No info,0,0,0,0,1,0,0,1,0,0,1,2,0,0,0.0,0
384,384,384,156815,4401 Cottage Grove Rd,R8L9VLO5jHfzPA5rHiujIA,Madison,43.08378870000001,-89.3078249,Culver's,53716,19,3.5,WI,TRUE,TRUE,FALSE,average,True,True,FALSE,Free wifi,TRUE,1,1,TRUE,True,No info,FALSE,0,0,1,1,0,1,1,0,0,0,1,2,0,0,1.0,0
385,385,385,158180,10210 W Indian School Rd,rpNPlBwKTEvtAWUvDcHm4A,Phoenix,33.49423,-112.27967509999999,Sonic Drive-In,85037,24,2.5,AZ,FALSE,TRUE,FALSE,average,True,True,FALSE,No wifi,TRUE,1,1,TRUE,True,No info,FALSE,1,1,1,1,1,1,1,0,0,0,1,2,0,0,0.0,0
386,386,386,158374,7820 Forest Point Blvd,tRpcBgkb1hxVimvnuFfbGg,Charlotte,35.13715983,-80.9047434,Sonic Drive-In,28217,32,2.5,NC,TRUE,TRUE,FALSE,average,True,True,FALSE,No wifi,TRUE,1,1,TRUE,False,No info,FALSE,0,0,1,1,0,1,1,0,0,0,1,2,0,0,0.0,1
387,387,387,159185,560 E Windmill Ln,D2t3yDnG-HI17YOsiiWIuw,Las Vegas,36.04272809,-115.15089329999999,Dairy Queen,89123,22,2.5,NV,FALSE,TRUE,No info,No info,True,True,FALSE,Free wifi,FALSE,0,1,FALSE,True,No info,FALSE,0,0,1,1,1,1,1,1,1,0,1,3,0,0,1.0,0
388,388,388,159347,"1515 N. 7th Ave., #130",_SQvOdb33mhlNJZYEYUKxA,Phoenix,33.46575409,-112.082305,Zoyo Frozen Yogurt - Downtown Phoenix,85007,70,4.0,AZ,No info,No info,TRUE,No info,True,True,No info,Free wifi,No info,1,1,No info,True,No info,No info,0,0,1,0,1,0,1,0,0,0,1,2,0,0,1.0,0
389,389,389,159641,3445 W Glendale Ave,emSTCpU-JIOw2-KfqverpQ,Phoenix,33.5381472,-112.13342730000001,Neveria Chay'os,85051,12,4.5,AZ,No info,No info,FALSE,No info,True,True,No info,No wifi,No info,0,1,No info,True,TRUE,No info,0,0,1,1,0,1,1,1,0,0,1,2,0,0,0.0,0
390,390,390,160231,"4725 Spring Mountain Rd, Ste F",T-xnbRI5waBsqukYLed82A,Las Vegas,36.1254098,-115.20526540000002,Ding Tea Las Vegas,89102,89,4.0,NV,No info,No info,FALSE,No info,True,True,No info,Free wifi,FALSE,1,1,No info,True,TRUE,No info,0,0,1,1,1,1,1,1,0,0,1,2,0,0,1.0,0
391,391,391,161753,4321 Mayfield Rd,kG3TJsJvaDHF3csp0dRDYg,Cleveland,41.520769,-81.5245205,Dairy King,44121,11,4.0,OH,No info,No info,No info,No info,True,True,No info,No wifi,No info,0,1,No info,True,No info,No info,0,0,0,1,0,1,1,1,0,0,1,2,0,0,0.0,0
392,392,392,161960,3663 Las Vegas Blvd,fLulwQszkSpXj5JB7dUfxw,Las Vegas,36.1094031,-115.1726815,Auntie Anne's,89109,13,3.0,NV,No info,No info,FALSE,No info,True,True,No info,No wifi,No info,1,1,No info,False,No info,No info,0,0,0,1,0,1,1,1,0,0,1,2,0,0,0.0,1
393,393,393,162389,330 State St,#NAME?,Madison,43.07496,-89.3909,Rollicious Creamery,53703,17,3.5,WI,No info,No info,No info,No info,True,True,No info,No wifi,No info,0,2,No info,True,No info,No info,0,0,0,1,1,1,1,1,0,0,1,2,0,0,0.0,0
